,name,time,tweet
130,ir-fun the manager of nature,2022-05-26 15:42:23+00:00,"@temennyajarwo @yannnyennn WKWKWK makanya. Jadi misalnya tindak pidananya ada pencurian, pemerkosaan, sama pembunuh… https://t.co/Wq1786cjNJ"
131,Mata Najwa,2022-05-26 14:17:39+00:00,"Tidak mudah, karena pengumuman Coachella saat itu hanya berjarak pendek dari penutupan Woodstock '99, festival musi… https://t.co/enbQYvXCcD"
132,Anies for President 2024,2022-05-26 14:00:17+00:00,@cybsquad_ @AbdulDhoib @MegaPKeliduan @arvindonoviar Pemerkosaan juga ga ada di Pancasila. Otak otak
133,Happier Bawbee 🌘,2022-05-26 13:56:37+00:00,"@paquitacumadebu @DeejeMiko @DewiLie01 Menggumi gesture hasil dr pengeroyokan gitu ya maksudnya?

sama kayak kasus… https://t.co/6EW7mQmrJQ"
134,Terkinidotid,2022-05-26 13:18:05+00:00,Pemerintah Perbolehkan Aborsi Bagi Perempuan Korban Pemerkosaan: Aturan aborsi di Indonesia bagi perempuan korban p… https://t.co/5t0nDrSlPi
135,𝒉𝒆𝒓,2022-05-26 13:07:21+00:00,"Speechless jam segini, ngawur banget ini ex-pegawaiku, dipejara 14 tahun karena kasus pemerkosaan &amp; pembunuhan 😶 ko… https://t.co/PYhdCoIZnF"
136,InspiraLaw_id,2022-05-26 12:48:39+00:00,"3. Perbuatan Mengawinkan Korban Pemerkosaan dan Pelaku Dapat Dipidana
        
Pasal 10 UU TPKS melarang tiga macam… https://t.co/bPBMZECg9u"
137,#TT paquita sebutir debu,2022-05-26 12:48:22+00:00,"@_Bawbee @DeejeMiko @DewiLie01 Dia cuma mengagumi gaya si korban yg tangguh.. 
Gak ada tulisan dia ttg masalah atau… https://t.co/vRoyrQU0Lj"
138,ulyawn,2022-05-26 12:38:00+00:00,@wazheather masuk pekarangan tanpa izin trs pembunuhan keji. ga disebutin ada pemerkosaan atau ga kek di film aslinyahh
139,Yanu Aryanto,2022-05-26 11:03:06+00:00,"@meIedaq @Josevanie @Apriado8 @08Purnama @Ustadz_Ahong Kamu suruh saya hati""? kamu lebih ngawur lagi. Dimana Al A'r… https://t.co/FSC1Vi7t7C"
