,name,time,tweet
107,Cryptone22,2022-05-22 13:33:45+00:00,Semakin di sadap dan di remote hp saya semakin saya bongkar borok2 #TerorisL9BT seperti mereka saat menjadi pelaku… https://t.co/VEDUzJCyWJ
108,Pentol Korek,2022-05-22 13:24:38+00:00,"@Blom_Tobat @detikcom Kalo pidana islam, pemerkosaan masuk kejahatan berat. Untuk menentukan hukumannya dilihat pel… https://t.co/XPKFf1eI1N"
109,Ndon 🍀 ️️️️️️️️️,2022-05-22 13:20:36+00:00,"Bagus dek 

Gigit Tangan Pelaku, Siswi SMP Berhasil Lolos dari Upaya Pemerkosaan  https://t.co/E3bKIEGLlc"
110,addho,2022-05-22 12:46:59+00:00,"@hoshilaa_ @AREAJULID Tapi kan headline berita di atas lg ngomongin korban, jd bahasanya diperhalus, karena ""perkos… https://t.co/IGxMjJHkNn"
111,Baby,2022-05-22 12:32:41+00:00,"Berita smua klo ga buli, pemerkosaan

Trs pas lapor ga ada tindakan

Gitu aja trs sampe kiamat"
112,Free Porn Movies,2022-05-22 12:20:23+00:00,"Download Bokep #publicagent #jepang #pemerkosaan #faketaxi #fakeagent #anal #indo #perawan Semua nya lengkap
https://t.co/jSm2nV4kYI"
113,Bambang Tri,2022-05-22 12:15:36+00:00,@detikcom Top pemerkosaan gila...apa kabar agama?
114,Okta Bramantio,2022-05-22 12:06:56+00:00,"Ini biasanya karena masalah birokrasi sih. TAPI kalo ada laporan gini, kenapa sih @DivHumas_Polri gapunya sistem bu… https://t.co/GV3Uz7V7PQ"
115,€rJ3_◎®€○🌈🐑,2022-05-22 11:55:39+00:00,"@MuhammadAMbyt @kumparan Lah itu namanya pemerkosaan, heteroseksual lebih banyak yg memperkosa😆"
116,Nana 🧜‍♂️🧜‍♀️| THE KING🤴,2022-05-22 11:53:23+00:00,"Gilaaaaa bgt barusan nonton The Police lagi nangkap pelaku pemerkosaan anak dibawah umur, udah ngelakuin lebih dr 1… https://t.co/xK8Qg7OYUr"
117,Idioma,2022-05-22 10:59:45+00:00,@randomguyalive @aziznugroho @justbefi @AREAJULID Intinya dg berpakaian tertutup itu bisa meminimalisir kemungkinan… https://t.co/uy2VsTrN1M
118,KATAKU,2022-05-22 10:45:05+00:00,@VIVAcoid Anti LGBT sok suci 🤔 tapi maling  nya korupsi nya pemerkosaan nya kekerasan seksual nya banyak di negara… https://t.co/inGSmhbGIb
119,Bronyo,2022-05-22 10:35:17+00:00,@ZiGreedy @rizky_wahyu @hellopandahe @ibaalsendok @zoedanzanzali @viqhi_noviar @mardiasih @maidina__ @nailacoplacha… https://t.co/t9W9pt3V5d
120,Bronyo,2022-05-22 10:31:27+00:00,@ZiGreedy @rizky_wahyu @hellopandahe @ibaalsendok @zoedanzanzali @viqhi_noviar @mardiasih @maidina__ @nailacoplacha… https://t.co/ipCJkdJqOO
121,hello,2022-05-22 10:15:03+00:00,"@AREAJULID nah anak perempuan itu terlahir jadi anak bapak itu, itu karma bapak itu, jadi ayah yang anak perempuan… https://t.co/NP5yyK1UvE"
122,Cipullll,2022-05-22 09:49:26+00:00,@rrrivann Pasal penganiaayan pemerkosaan
123,Fauzi,2022-05-22 09:44:22+00:00,@rizky_wahyu @hellopandahe @ibaalsendok @zoedanzanzali @viqhi_noviar @bronyooo @mardiasih @maidina__ @nailacoplacha… https://t.co/stSQ1WMA1G
124,Monna,2022-05-22 09:26:57+00:00,@AREAJULID Ga ngerti lagi sama orang-orang jaman skrng. Pemerkosaan bukan di anggap tabu lagi https://t.co/s83k2fIsTl
125,Dakwah HIJAB +62,2022-05-22 08:31:03+00:00,Di India setiap hari ada korban pemerkosaan.. bukan krn tidk memakai jilbab. Tp memakai jilbab setidaknya bisa mengurangi tindakan asusila
